         4189763 function calls (3931303 primitive calls) in 425.413 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/special/_support_alternative_backends.py:1(<module>)
       17    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/posixpath.py:100(split)
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_generics.py:187(iter_contained_typevars)
        9    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/http/cookiejar.py:1739(clear_expired_cookies)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/packaging/version.py:42(parse)
       25    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/sre_compile.py:447(_simple)
        9    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/urllib3/util/request.py:189(body_to_chunks)
       58    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:968(_sanity_check)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/zmq/constants.py:344(ReconnectStop)
       28    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/http/cookiejar.py:885(__init__)
        9    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/tqdm/utils.py:266(_supports_unicode)
       46    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/threading.py:1430(current_thread)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/distributed/device_communicators/cuda_wrapper.py:25(cudaIpcMemHandle_t)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/zmq/constants.py:332(SecurityMechanism)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/zmq/constants.py:422(PollEvent)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/typing.py:1557(_proto_hook)
        7    0.000    0.000    0.000    0.000 /home/ubuntu/plasma-converter/src/games/lean_game.py:569(code)
        6    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/_strptime.py:26(_getlang)
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/distributed/distributed_c10d.py:1424(_get_split_source)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/envs.py:258(<lambda>)
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/numpy/core/getlimits.py:62(smallest_subnormal)
       12    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/_collections_abc.py:1039(__iter__)
       67    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/sequence_parallel_fused_ops.py:45(WaitValues)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/constants/_constants.py:1(<module>)
       54    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/dataclasses.py:345(__init__)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/filelock/_api.py:379(__exit__)
        3    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/requests/sessions.py:724(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method torch.gather}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/swiglu_op.py:55(GemmFusedSumOp)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/utils/_device.py:10(_device_constructors)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/packaging/version.py:261(__init__)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/sp24.py:26(SparsifyApply)
       36    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/_collections_abc.py:840(items)
        3    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/secrets.py:48(token_hex)
       40    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getCurrentStream}
       11    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/urllib3/util/url.py:326(<listcomp>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/special/_sf_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/zmq/constants.py:127(_OptType)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/_strptime.py:83(<listcomp>)
       87    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/sre_parse.py:112(__init__)
        8    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/_library/simple_registry.py:26(find)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/model_loader/utils.py:12(set_default_torch_dtype)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/linalg/_norm.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/platforms/cuda.py:84(device_id_to_physical_device_id)
        9    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/transformers/tokenization_utils_base.py:1348(all_special_tokens)
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/filelock/_api.py:350(release)
       35    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/logging/__init__.py:160(<lambda>)
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/inspect.py:1726(getattr_static)
        7    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/sequence.py:409(prompt)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/lora/models.py:603(LoRALRUCache)
      184    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/dataclasses.py:659(_is_kw_only)
        3    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/random.py:128(seed)
        7    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/importlib/metadata/__init__.py:859(__init__)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/_dynamo/eval_frame.py:565(__call__)
       13    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/email/feedparser.py:53(__init__)
      233    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        5    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/envs.py:276(<lambda>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/zmq/constants.py:288(Flag)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/prompt_adapter/models.py:267(LRUCachePromptAdapterModelManager)
       94    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/inspect.py:355(istraceback)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/constants/__init__.py:343(<listcomp>)
       38    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/importlib/metadata/__init__.py:580(<genexpr>)
       18    0.000    0.000    0.000    0.000 {method 'manual_seed' of 'torch._C.Generator' objects}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/fmha/__init__.py:781(_MergeAttentions)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/zmq/constants.py:434(DeviceType)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/typing.py:1695(__class_getitem__)
      109    0.000    0.000    0.000    0.000 {method 'center' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _posixshmem.shm_open}
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/huggingface_hub/hf_api.py:796(<listcomp>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/zmq/constants.py:276(MessageOption)
        6    0.000    0.000    0.000    0.000 {built-in method from_buffer}
        9    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/urllib/parse.py:922(urlencode)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/fsspec/transaction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/zmq/constants.py:299(RouterNotify)
        6    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/distributed/distributed_c10d.py:650(_get_pg_default_device)
       84    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/urllib3/util/timeout.py:130(_validate_timeout)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/sp24.py:33(SparsifyApplyDenseOutput)
       93    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/traceback.py:259(__init__)
       17    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/_weakrefset.py:53(_commit_removals)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/lora/models.py:36(LongContextLoRAContext)
        9    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/requests/utils.py:514(_parse_content_type_header)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_hessian_update_strategy.py:103(FullHessianUpdateStrategy)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
       13    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/email/feedparser.py:197(_new_message)
        7    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/distributed/distributed_c10d.py:346(__repr__)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_trustregion_constr/report.py:1(<module>)
       68    0.000    0.000    0.000    0.000 {method 'is_complex' of 'torch._C.TensorBase' objects}
       10    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/urllib/parse.py:418(_splitnetloc)
       14    0.000    0.000    0.000    0.000 {built-in method posix.access}
       13    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/fsspec/spec.py:187(_strip_protocol)
        3    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/sp24.py:689(allow_in_graph)
       37    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/typing.py:1929(get_args)
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/multiprocessing/shared_memory.py:223(close)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/warnings.py:181(_add_filter)
        9    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/requests/sessions.py:107(get_redirect_target)
       72    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:361(_config_wrapper)
       50    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/tqdm/utils.py:139(__getattr__)
       15    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/huggingface_hub/utils/_headers.py:239(<dictcomp>)
       14    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/sequence.py:424(prompt_token_ids)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/executor/multiproc_worker_utils.py:43(ResultFuture)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/sequence_parallel_fused_ops.py:52(Memset32bAsync)
        9    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/urllib3/_collections.py:95(__getitem__)
        1    0.000    0.000    0.000    0.000 {built-in method torch._ops._C_custom_ar.register_buffer}
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/socket.py:220(__init__)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/urllib3/connectionpool.py:1046(_new_conn)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pynvml.py:2951(nvmlDeviceGetCudaComputeCapability)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/prompt_adapter/worker_manager.py:21(WorkerPromptAdapterManager)
      174    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/typing_extensions.py:3024(<listcomp>)
        7    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/engine/llm_engine.py:963(_build_decoder_only_llm_inputs)
        3    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/multiprocessing/util.py:433(_flush_std_streams)
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/executor/gpu_executor.py:42(_get_worker_kwargs)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/distributed/distributed_c10d.py:4044(_process_group_color)
       76    0.000    0.000    0.000    0.000 /home/ubuntu/plasma-converter/src/games/lean_game.py:26(__getattr__)
      448    0.000    0.000    0.000    0.000 /home/ubuntu/plasma-converter/src/games/ast_parser.py:412(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/lora/models.py:610(LRUCacheLoRAModelManager)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/sp24.py:40(Sp24Gemm)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/torch_version.py:30(_convert_to_version)
        3    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/config.py:516(get_num_kv_heads)
       21    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/enum.py:82(__init__)
      163    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/differentiable_collectives.py:87(_CopyToModelParallelRegion)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/_dynamo/eval_frame.py:562(__init__)
        5    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pynvml.py:2432(nvmlDeviceGetHandleByIndex)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/adapter_commons/worker_manager.py:1(<module>)
       16    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_utils.py:75(lenient_issubclass)
       32    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/cuda/__init__.py:201(<genexpr>)
